YYYY-MM-DD-HH:MM:SS;FT0101[l/m];FT0401[m3/h];PT0101[Bar];PT0102[Bar];PT0201[Bar];PT0202[Bar];PT0301[Bar];PT0302[Bar];PT0303[Bar];CV0201[%];PT0203[Bar];PT0301[Bar];act_mode3;act_mode1;act_mode4;p;t_w[K];speed[RPM];outlet_pressure[Bar];p_lo_min[W];p_lo_max[W];DBB_ANTI_CYCLING_TRI;DBB_ANTI_CYCLING_TIM;equal_period_count;time_in_stop;last_time_in_stop;speed_avedev;M2_warning_out;M2_alarm_out;M2_reset_out;M2_cntCycles;M2_pumpToff;M2_pumpToffAvg;M2_pumpToffVar;M2_algState;M3_warning_out;M3_alarm_out;M3_reset_out;M3_cumVol;M3_edgeType;M3_edgeDetectionStat;M3_maxVol_warning;M3_maxVol_alarm;M3_Tevent;M2_cumVol;M3_qAvg;pump_output_control_;M2_plumbingCheck_cnt;M2_plumbingCheck_cnt;M2_plumbingCheck_cnt;M2_plumbingCheck_dpd;M2_PlumbingCheck_fla;M2_PlumbingWarning;FT0106;PT0106;FT0103;FT0104;FT0105;PV0106;SC0401;M2_stp_alg
2023-09-20 10:13:05:770;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 22.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.00; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:05:890;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 22.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.00; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:010;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 22.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.00; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:130;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 22.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.00; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:250;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.295; 0.00; 571.00; 40.00; 5.00; 0.00; 22.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:370;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.55; 0.00; 4.296; 0.00; 571.00; 40.00; 5.00; 0.00; 22.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:490;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.55; 0.00; 4.296; 0.00; 571.00; 40.00; 5.00; 0.00; 22.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:610;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.295; 0.00; 571.00; 40.00; 5.00; 0.00; 22.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:730;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.295; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:850;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.295; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.90; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:06:970;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.295; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.90; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:07:090;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.55; 0.00; 4.294; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.90; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:07:210;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.55; 0.00; 4.294; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 17.90; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:07:330;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.55; 0.00; 4.294; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 18.30; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:07:450;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.295; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 18.30; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:07:570;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 18.30; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:07:690;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 23.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 18.30; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:07:810;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.295; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 18.70; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:07:930;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.295; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 18.70; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:08:050;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 18.70; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:08:170;0.00; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 18.70; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:08:290;0.01; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 19.10; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:08:410;0.02; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 19.10; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:08:530;0.02; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 19.10; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:08:650;0.02; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 19.10; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:08:770;0.02; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 19.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:08:890;0.02; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 19.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:09:010;0.02; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.52; 0.00; 4.293; 0.00; 571.00; 40.00; 5.00; 0.00; 24.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 19.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
2023-09-20 10:13:09:130;0.02; 0.00; 0.000; 4.27; 4.20; 4.19; 0.00; 0.00; 0.00; 0.00; 0.00; 0.00; 16.00; 1.00; 1.00; 0.000; 294.55; 0.00; 4.296; 0.00; 571.00; 40.00; 5.00; 0.00; 25.00; 147.00; 250.00; 0.00; 0.00; 0.00; 1.00; 19.50; 1149.32; 2808982.75; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 1.00; 0.00; 0.00; 0.00; 1.80; 0.00; 21.00; 0.00; 0.00; 0.00; -1000000.00; 0.00; 0.00; 0.00; 4.27; 0.00; 333.33; 0.00; 1.00; 1.00; 5.00 
